Order_Date,Time,Aging,Customer_Id,Gender,Device_Type,Customer_Login_type,Product_Category,Product,Sales,Quantity,Discount,Profit,Shipping_Cost,Order_Priority,Payment_method
2018-09-01,11:11:33,8.0,13518,Male,Web,Member,Fashion,Suits,109.0,4.0,0.4,11.6,1.2,High,credit_card
2018-09-17,21:51:13,1.0,57199,Male,Web,Member,Fashion,Sports Wear,85.0,5.0,0.5,0.8,0.1,High,credit_card
2018-08-20,19:59:03,9.0,58482,Male,Web,Member,Fashion,Casula Shoes,122.0,1.0,0.4,37.1,3.7,High,credit_card
2018-12-09,20:23:20,4.0,35357,Male,Web,Member,Fashion,Running Shoes,224.0,2.0,0.4,126.1,12.6,Medium,credit_card
2018-04-04,17:16:38,8.0,56188,Male,Web,Member,Fashion,Formal Shoes,213.0,2.0,0.4,116.0,11.6,High,credit_card
2018-09-25,11:43:29,2.0,36810,Female,Web,Member,Fashion,Sneakers,62.0,4.0,0.5,15.5,1.6,Medium,credit_card
2018-12-27,15:59:27,4.0,35550,Male,Web,Member,Fashion,Titak watch,228.0,1.0,0.4,138.9,13.9,Critical,e_wallet
2018-08-13,16:54:20,8.0,22647,Male,Web,Member,Fashion,Fossil Watch,159.0,1.0,0.4,75.8,7.6,High,credit_card
2018-11-21,21:55:29,5.0,50424,Male,Web,Member,Fashion,T - Shirts,248.0,1.0,0.4,138.2,13.8,Medium,credit_card
2018-10-13,10:43:10,8.0,19080,Male,Web,Member,Fashion,Shirts,196.0,1.0,0.4,104.2,10.4,Medium,credit_card
2018-07-19,20:22:42,5.0,28401,Male,Web,Member,Fashion,Jeans,218.0,5.0,0.3,105.3,10.5,Medium,credit_card
2018-10-27,17:38:07,4.0,46534,Male,Web,Member,Fashion,Suits,109.0,5.0,0.4,18.1,1.8,Critical,money_order
2018-06-07,22:41:05,2.0,20163,Female,Web,Member,Fashion,Sports Wear,85.0,1.0,0.4,1.6,0.2,High,e_wallet
2018-11-29,15:50:51,1.0,32092,Male,Web,Member,Fashion,Casula Shoes,122.0,5.0,0.4,29.8,3.0,High,money_order
2018-07-21,10:24:33,8.0,45701,Male,Web,Member,Fashion,Running Shoes,224.0,4.0,0.3,117.1,11.7,High,credit_card
2018-06-02,11:49:03,1.0,42942,Male,Web,Member,Fashion,Formal Shoes,213.0,4.0,0.5,124.5,12.4,High,credit_card
2018-11-18,21:19:10,5.0,33290,Male,Web,Member,Fashion,Sneakers,62.0,2.0,0.4,31.0,3.1,High,credit_card
2018-08-23,20:43:58,5.0,43570,Female,Web,Member,Fashion,Titak watch,228.0,4.0,0.4,111.5,11.2,Medium,credit_card
2018-07-28,13:38:25,9.0,14024,Male,Web,Member,Fashion,Fossil Watch,159.0,4.0,0.5,72.6,7.3,Critical,credit_card
2018-09-23,20:50:16,10.0,59768,Female,Web,Member,Fashion,T - Shirts,248.0,4.0,0.5,158.1,15.8,High,credit_card
2018-01-02,19:04:13,4.0,12202,Male,Web,Member,Fashion,Shirts,196.0,1.0,0.4,104.2,10.4,Critical,credit_card
2018-11-03,09:25:14,8.0,48246,Female,Web,Member,Fashion,Jeans,218.0,2.0,0.4,129.3,12.9,Medium,credit_card
2018-05-11,14:43:47,3.0,10594,Male,Web,Member,Fashion,Suits,109.0,4.0,0.5,7.2,0.7,Medium,credit_card
2018-08-13,17:49:15,8.0,26304,Male,Web,Member,Fashion,Sports Wear,85.0,5.0,0.4,17.0,1.7,Medium,credit_card
2018-05-06,18:49:55,5.0,40061,Male,Web,Member,Fashion,Casula Shoes,122.0,1.0,0.5,38.3,3.8,Critical,credit_card
2018-12-22,18:29:48,2.0,56753,Male,Web,Member,Fashion,Running Shoes,224.0,4.0,0.3,117.1,11.7,Medium,credit_card
2018-04-15,16:28:17,10.0,27408,Male,Web,Member,Fashion,Formal Shoes,213.0,2.0,0.3,120.2,12.0,High,credit_card
2018-09-21,19:46:35,5.0,48957,Female,Web,Member,Fashion,Sneakers,62.0,4.0,0.5,15.5,1.6,Critical,credit_card
2018-11-05,12:50:01,1.0,27023,Male,Web,Member,Fashion,Titak watch,228.0,5.0,0.4,102.4,10.2,Medium,credit_card
2018-02-05,20:41:37,7.0,10089,Male,Web,Member,Fashion,Fossil Watch,159.0,1.0,0.4,72.6,7.3,Medium,credit_card
2018-06-28,19:34:50,6.0,17566,Male,Web,Member,Fashion,T - Shirts,248.0,1.0,0.5,165.5,16.6,Medium,credit_card
2018-07-03,12:04:03,6.0,22480,Female,Web,Guest,Fashion,Shirts,196.0,1.0,0.3,98.4,9.8,High,money_order
2018-05-22,19:25:04,3.0,40741,Male,Web,Member,Fashion,Jeans,218.0,1.0,0.4,124.9,12.5,Medium,money_order
2018-09-09,09:15:19,6.0,26766,Female,Web,Member,Fashion,Suits,109.0,5.0,0.4,18.1,1.8,High,e_wallet
2018-03-01,16:26:45,1.0,42341,Male,Web,Member,Fashion,Sports Wear,85.0,5.0,0.5,0.8,0.1,Medium,credit_card
2018-09-17,13:30:17,10.0,33411,Male,Web,Member,Fashion,Casula Shoes,122.0,1.0,0.5,38.3,3.8,Critical,credit_card
2018-08-14,08:48:43,10.0,48990,Male,Web,Member,Fashion,Running Shoes,224.0,4.0,0.4,108.2,10.8,Medium,money_order
2018-03-03,12:32:31,2.0,59442,Female,Web,Member,Fashion,Formal Shoes,213.0,2.0,0.5,111.7,11.2,Critical,money_order
2018-11-26,09:46:26,9.0,54546,Male,Web,Member,Fashion,Sneakers,62.0,1.0,0.3,62.0,6.2,Medium,money_order
2018-12-30,14:37:11,8.0,48602,Male,Web,Member,Fashion,Titak watch,228.0,1.0,0.5,141.2,14.1,High,money_order
2018-12-28,10:12:52,3.0,28728,Male,Web,Member,Fashion,Fossil Watch,159.0,1.0,0.4,75.8,7.6,Medium,credit_card
2018-09-16,13:34:03,4.0,19986,Male,Web,Member,Fashion,T - Shirts,248.0,5.0,0.5,106.0,10.6,Medium,credit_card
2018-11-13,15:07:30,5.0,52427,Male,Web,Member,Fashion,Shirts,196.0,2.0,0.4,108.2,10.8,Critical,credit_card
2018-12-06,13:09:30,2.0,51866,Male,Web,Member,Fashion,Jeans,218.0,4.0,0.5,129.3,12.9,Medium,credit_card
2018-02-13,19:13:20,10.0,50643,Male,Web,Member,Fashion,Suits,109.0,1.0,0.5,27.9,2.8,High,credit_card
2018-03-10,16:42:30,2.0,34432,Male,Web,Member,Fashion,Sports Wear,85.0,4.0,0.5,21.3,2.1,Medium,credit_card
2018-09-25,08:16:25,6.0,20541,Male,Web,Member,Fashion,Casula Shoes,122.0,5.0,0.3,23.7,2.4,High,credit_card
2018-10-05,21:50:30,8.0,59860,Male,Web,Member,Fashion,Running Shoes,224.0,1.0,0.3,123.8,12.4,Medium,credit_card
2018-10-30,21:51:00,2.0,28345,Male,Web,Member,Fashion,Formal Shoes,213.0,2.0,0.4,116.0,11.6,Medium,credit_card
2018-03-01,16:51:00,6.0,57901,Female,Web,Member,Fashion,Sneakers,62.0,1.0,0.3,20.7,2.1,Medium,credit_card
2018-09-26,14:09:45,7.0,43685,Male,Web,Member,Fashion,Titak watch,228.0,5.0,0.4,125.2,12.5,High,credit_card
2018-11-02,12:05:18,9.0,43950,Male,Web,Member,Fashion,Fossil Watch,159.0,5.0,0.4,63.1,6.3,Critical,money_order
2018-09-21,09:43:15,3.0,20116,Male,Web,Member,Fashion,T - Shirts,248.0,2.0,0.5,163.0,16.3,Critical,credit_card
2018-11-13,16:17:10,2.0,24143,Male,Web,Member,Fashion,Shirts,196.0,1.0,0.5,114.0,11.4,High,credit_card
2018-11-09,09:35:54,10.0,23612,Male,Web,Member,Fashion,Jeans,218.0,1.0,0.4,124.9,12.5,Critical,credit_card
2018-05-21,17:28:49,2.0,10123,Male,Web,Member,Fashion,Suits,109.0,5.0,0.4,18.1,1.8,Medium,credit_card
2018-10-21,17:57:11,9.0,30728,Male,Web,Member,Fashion,Sports Wear,85.0,4.0,0.5,1.6,0.2,Medium,credit_card
2018-12-20,07:44:52,5.0,30855,Male,Web,Member,Fashion,Casula Shoes,122.0,2.0,0.5,29.8,3.0,Critical,credit_card
2018-03-09,08:59:58,8.0,19642,Male,Web,Member,Fashion,Running Shoes,224.0,1.0,0.5,132.8,13.3,Critical,money_order
2018-10-13,19:01:31,6.0,15911,Male,Web,Member,Fashion,Formal Shoes,213.0,1.0,0.4,107.4,10.7,High,credit_card
2018-05-11,00:34:12,9.0,13101,Male,Web,Member,Fashion,Sneakers,62.0,4.0,0.5,15.5,1.6,Medium,money_order
2018-10-16,22:53:16,2.0,14184,Male,Web,Member,Fashion,Titak watch,228.0,1.0,0.4,143.4,14.3,Critical,credit_card
2018-11-10,20:21:24,4.0,31767,Male,Web,Member,Fashion,Fossil Watch,159.0,4.0,0.3,59.9,6.0,High,credit_card
2018-10-29,12:28:48,10.0,21207,Male,Web,Member,Fashion,T - Shirts,248.0,5.0,0.4,118.4,11.8,High,credit_card
2018-04-18,08:49:34,7.0,13872,Male,Web,Member,Fashion,Shirts,196.0,1.0,0.4,108.2,10.8,Critical,credit_card
2018-09-26,16:22:34,1.0,56433,Female,Web,Member,Fashion,Jeans,218.0,1.0,0.3,118.4,11.8,High,money_order
2018-09-04,09:00:15,7.0,50169,Male,Web,Member,Fashion,Suits,109.0,4.0,0.5,24.6,2.5,Medium,credit_card
2018-11-13,14:28:50,8.0,12508,Male,Web,Member,Fashion,Sports Wear,85.0,1.0,0.4,28.3,2.8,High,credit_card
2018-08-21,08:26:38,5.0,50044,Male,Web,Member,Fashion,Casula Shoes,122.0,4.0,0.3,27.4,2.7,Critical,credit_card
2018-12-26,18:32:02,6.0,16235,Male,Web,Member,Fashion,Running Shoes,224.0,2.0,0.4,126.1,12.6,Medium,credit_card
2018-10-18,14:14:29,9.0,58914,Male,Web,Member,Fashion,Formal Shoes,213.0,2.0,0.3,120.2,12.0,High,credit_card
2018-06-27,10:29:59,10.0,15377,Male,Web,Member,Fashion,Sneakers,62.0,5.0,0.3,12.4,1.2,High,credit_card
2018-05-03,09:42:53,4.0,32704,Female,Web,Member,Fashion,Titak watch,228.0,5.0,0.4,125.2,12.5,Medium,credit_card
2018-09-11,06:38:01,3.0,58885,Male,Web,Member,Fashion,Fossil Watch,159.0,1.0,0.4,75.8,7.6,Critical,credit_card
2018-11-20,13:09:40,3.0,59665,Male,Web,Member,Fashion,T - Shirts,248.0,4.0,0.5,158.1,15.8,Critical,e_wallet
2018-11-25,13:21:23,1.0,25825,Male,Web,Member,Fashion,Shirts,196.0,1.0,0.5,86.6,8.7,Medium,credit_card
2018-12-08,15:55:56,6.0,18339,Male,Web,Member,Fashion,Jeans,218.0,1.0,0.4,124.9,12.5,Critical,credit_card
2018-04-23,21:15:56,6.0,13773,Male,Web,Member,Fashion,Suits,109.0,4.0,0.4,11.6,1.2,Medium,credit_card
2018-03-18,16:20:18,9.0,57328,Male,Web,Member,Fashion,Sports Wear,85.0,1.0,0.5,28.3,2.8,Medium,credit_card
2018-06-29,16:31:12,8.0,44929,Male,Web,Member,Fashion,Casula Shoes,122.0,5.0,0.4,29.8,3.0,High,money_order
2018-04-14,17:44:57,9.0,46082,Male,Web,Member,Fashion,Running Shoes,224.0,1.0,0.4,117.1,11.7,Medium,credit_card
2018-12-08,16:02:35,3.0,22024,Male,Web,Member,Fashion,Formal Shoes,213.0,2.0,0.5,128.7,12.9,High,credit_card
2018-11-14,19:30:11,4.0,23443,Male,Web,Member,Fashion,Sneakers,62.0,2.0,0.5,31.0,3.1,Critical,credit_card
2018-02-03,23:37:01,9.0,55945,Male,Web,Member,Fashion,Titak watch,228.0,5.0,0.5,136.6,13.7,Critical,credit_card
2018-07-29,18:51:50,7.0,44582,Male,Web,Member,Fashion,Fossil Watch,159.0,1.0,0.5,77.4,7.7,High,credit_card
2018-06-22,08:05:13,2.0,46919,Male,Web,Member,Fashion,T - Shirts,248.0,1.0,0.4,138.2,13.8,Medium,e_wallet
2018-02-03,10:58:40,5.0,37636,Female,Web,New ,Fashion,Shirts,196.0,5.0,0.5,106.2,10.6,High,money_order
2018-12-21,13:13:28,2.0,35408,Male,Web,Member,Fashion,Jeans,218.0,2.0,0.3,124.9,12.5,Critical,credit_card
2018-05-02,20:29:29,8.0,27711,Male,Web,Member,Fashion,Suits,109.0,4.0,0.5,24.6,2.5,Medium,credit_card
2018-05-02,15:15:59,3.0,48712,Female,Web,Member,Fashion,Sports Wear,85.0,1.0,0.5,0.8,0.1,Critical,credit_card
2018-10-18,20:15:39,8.0,15817,Female,Web,Member,Fashion,Casula Shoes,122.0,4.0,0.5,17.6,1.8,High,credit_card
2018-06-06,13:32:38,4.0,28157,Male,Web,Member,Fashion,Running Shoes,224.0,4.0,0.5,135.0,13.5,Critical,credit_card
2018-05-02,10:52:39,9.0,58443,Male,Web,Guest,Fashion,Formal Shoes,213.0,1.0,0.3,113.8,11.4,Medium,money_order
2018-01-24,17:07:24,2.0,20628,Male,Web,Member,Fashion,Sneakers,62.0,2.0,0.5,31.0,3.1,High,credit_card
2018-03-30,14:33:48,9.0,15329,Female,Web,Member,Fashion,Titak watch,228.0,5.0,0.5,136.6,13.7,High,credit_card
2018-11-05,20:33:28,6.0,29226,Male,Web,Member,Fashion,Fossil Watch,159.0,1.0,0.4,69.5,6.9,High,credit_card
2018-04-15,22:51:19,6.0,31097,Female,Web,Member,Fashion,T - Shirts,248.0,2.0,0.5,163.0,16.3,Critical,credit_card
2018-07-30,11:51:06,6.0,15387,Female,Web,Guest,Fashion,Shirts,196.0,1.0,0.5,86.6,8.7,High,credit_card
2018-07-16,16:33:40,1.0,45785,Male,Web,Member,Fashion,Jeans,218.0,2.0,0.3,124.9,12.5,Medium,e_wallet
2018-06-30,21:50:42,2.0,13221,Male,Web,Member,Fashion,Suits,109.0,1.0,0.5,27.9,2.8,Medium,credit_card
2018-10-09,18:45:40,2.0,44445,Male,Web,Member,Fashion,Sports Wear,85.0,4.0,0.4,21.3,2.1,High,credit_card
2018-07-16,14:07:54,7.0,30602,Male,Web,Member,Fashion,Casula Shoes,122.0,5.0,0.5,11.5,1.2,Medium,credit_card
2018-10-18,10:24:32,8.0,53507,Male,Web,Member,Fashion,Running Shoes,224.0,1.0,0.3,123.8,12.4,High,money_order
2018-07-23,21:56:45,4.0,51768,Female,Web,Member,Fashion,Formal Shoes,213.0,4.0,0.5,124.5,12.4,High,credit_card
2018-09-24,12:07:51,9.0,52021,Female,Web,Guest,Fashion,Sneakers,62.0,1.0,0.4,20.7,2.1,High,credit_card
2018-09-18,12:46:02,7.0,17950,Male,Web,Member,Fashion,Titak watch,228.0,1.0,0.4,120.6,12.1,Critical,credit_card
2018-09-29,21:16:30,1.0,46522,Male,Web,Member,Fashion,Fossil Watch,159.0,4.0,0.5,47.2,4.7,High,e_wallet
2018-01-24,21:14:02,2.0,53123,Male,Web,Member,Fashion,T - Shirts,248.0,4.0,0.5,118.4,11.8,High,money_order
2018-10-22,23:34:28,3.0,25098,Female,Web,Member,Fashion,Shirts,196.0,1.0,0.4,112.1,11.2,Critical,credit_card
2018-03-11,21:24:54,8.0,27096,Male,Web,Member,Fashion,Jeans,218.0,2.0,0.5,116.2,11.6,High,credit_card
2018-08-20,14:59:40,6.0,35466,Male,Web,Member,Fashion,Suits,109.0,1.0,0.5,27.9,2.8,Critical,e_wallet
2018-02-13,11:04:08,8.0,12607,Male,Web,Member,Fashion,Sports Wear,85.0,2.0,0.4,1.6,0.2,Medium,credit_card
2018-08-12,01:13:24,3.0,53213,Male,Web,Member,Fashion,Casula Shoes,122.0,1.0,0.3,38.3,3.8,High,credit_card
2018-05-02,17:42:07,1.0,48742,Male,Web,Member,Fashion,Running Shoes,224.0,1.0,0.4,135.0,13.5,High,credit_card
2018-04-24,08:25:10,9.0,16302,Female,Web,Member,Fashion,Formal Shoes,213.0,5.0,0.5,122.4,12.2,High,credit_card
2018-12-06,00:01:09,5.0,50894,Female,Web,Member,Fashion,Sneakers,62.0,1.0,0.4,20.7,2.1,High,credit_card
2018-04-07,20:42:40,6.0,18802,Male,Web,Member,Fashion,Titak watch,228.0,2.0,0.4,129.8,13.0,High,credit_card
2018-08-08,17:24:08,2.0,33400,Female,Web,Member,Fashion,Fossil Watch,159.0,1.0,0.5,74.2,7.4,Medium,money_order
2018-12-07,22:10:46,9.0,57859,Male,Web,Member,Fashion,T - Shirts,248.0,5.0,0.5,106.0,10.6,High,credit_card
2018-06-02,18:05:22,1.0,50620,Male,Web,Member,Fashion,Shirts,196.0,5.0,0.3,86.6,8.7,High,credit_card
2018-11-30,14:57:52,3.0,23422,Female,Web,Member,Fashion,Jeans,218.0,1.0,0.5,131.5,13.1,High,money_order
2018-12-01,18:39:21,8.0,58203,Male,Web,Member,Fashion,Suits,109.0,5.0,0.4,18.1,1.8,Critical,credit_card
2018-10-02,12:37:27,6.0,44595,Male,Web,Member,Fashion,Sports Wear,85.0,4.0,0.3,21.3,2.1,High,money_order
2018-05-29,02:50:57,1.0,34183,Male,Web,Member,Fashion,Casula Shoes,122.0,1.0,0.5,23.7,2.4,High,money_order
2018-11-28,12:12:38,2.0,23313,Male,Web,Member,Fashion,Running Shoes,224.0,1.0,0.4,117.1,11.7,High,credit_card
2018-05-26,12:11:09,9.0,50627,Male,Web,Member,Fashion,Formal Shoes,213.0,1.0,0.5,101.1,10.1,High,money_order
2018-06-11,09:38:50,6.0,12948,Male,Web,Member,Fashion,Sneakers,62.0,4.0,0.4,15.5,1.6,High,credit_card
2018-01-02,21:14:34,4.0,56659,Male,Web,Member,Fashion,Titak watch,228.0,4.0,0.5,102.4,10.2,Medium,credit_card
2018-11-03,21:10:16,3.0,44946,Male,Web,Member,Fashion,Fossil Watch,159.0,2.0,0.4,66.3,6.6,Critical,credit_card
2018-05-18,00:32:13,10.0,24401,Male,Web,Member,Fashion,T - Shirts,248.0,2.0,0.3,153.1,15.3,High,credit_card
2018-10-12,16:41:44,7.0,36142,Male,Web,Member,Fashion,Shirts,196.0,4.0,0.3,92.5,9.2,Critical,money_order
2018-05-10,14:04:15,3.0,48338,Male,Web,Member,Fashion,Jeans,218.0,1.0,0.5,135.8,13.6,Medium,credit_card
2018-02-02,13:04:14,4.0,23617,Female,Web,Member,Fashion,Suits,109.0,4.0,0.5,7.2,0.7,High,credit_card
2018-12-05,13:06:29,4.0,29961,Male,Web,Member,Fashion,Sports Wear,85.0,1.0,0.4,1.6,0.2,Medium,money_order
2018-11-20,19:14:26,3.0,50357,Male,Web,Member,Fashion,Casula Shoes,122.0,5.0,0.5,11.5,1.2,Medium,credit_card
2018-11-19,14:37:52,8.0,33723,Female,Web,Guest,Fashion,Running Shoes,224.0,1.0,0.5,132.8,13.3,High,credit_card
2018-02-19,10:33:10,5.0,19428,Male,Web,Member,Fashion,Formal Shoes,213.0,1.0,0.3,113.8,11.4,High,credit_card
2018-05-08,07:41:41,7.0,34255,Male,Web,Member,Fashion,Sneakers,62.0,4.0,0.5,15.5,1.6,Critical,credit_card
2018-05-15,10:21:33,8.0,24924,Male,Web,Member,Fashion,Titak watch,228.0,1.0,0.4,138.9,13.9,Medium,credit_card
2018-09-04,11:07:21,1.0,43178,Male,Web,Member,Fashion,Fossil Watch,159.0,2.0,0.4,72.6,7.3,Critical,credit_card
2018-04-25,17:51:37,8.0,13411,Female,Web,Member,Fashion,T - Shirts,248.0,5.0,0.4,118.4,11.8,Medium,credit_card
2018-07-26,16:26:25,4.0,30988,Male,Web,Member,Fashion,Shirts,196.0,1.0,0.4,112.1,11.2,Critical,credit_card
2018-08-24,07:06:10,10.0,46532,Male,Web,Member,Fashion,Jeans,218.0,5.0,0.3,105.3,10.5,High,credit_card
2018-05-01,12:57:12,5.0,42438,Male,Web,Member,Fashion,Suits,109.0,2.0,0.5,26.8,2.7,Critical,credit_card
2018-12-02,13:52:03,6.0,55484,Male,Web,Member,Fashion,Sports Wear,85.0,5.0,0.5,0.8,0.1,High,e_wallet
2018-10-10,20:29:24,7.0,46477,Male,Web,Member,Fashion,Casula Shoes,122.0,1.0,0.4,37.1,3.7,Critical,credit_card
2018-06-11,10:14:35,10.0,24730,Male,Web,Member,Fashion,Running Shoes,224.0,4.0,0.4,126.1,12.6,Medium,money_order
2018-06-25,12:13:46,5.0,27759,Male,Web,Member,Fashion,Formal Shoes,213.0,1.0,0.5,101.1,10.1,Critical,credit_card
2018-08-26,11:29:03,8.0,19893,Female,Web,Member,Fashion,Sneakers,62.0,1.0,0.4,62.0,6.2,High,credit_card
2018-06-26,18:33:10,6.0,10763,Male,Web,Guest,Fashion,Titak watch,228.0,1.0,0.4,120.6,12.1,High,credit_card
2018-07-03,12:56:03,3.0,28451,Male,Web,Member,Fashion,Fossil Watch,159.0,1.0,0.3,64.7,6.5,High,credit_card
2018-06-05,16:53:04,3.0,23387,Male,Web,Guest,Fashion,T - Shirts,248.0,1.0,0.4,138.2,13.8,High,credit_card
2018-11-06,21:19:27,1.0,19685,Male,Web,Member,Fashion,Shirts,196.0,1.0,0.4,104.2,10.4,Medium,credit_card
2018-10-18,22:14:11,7.0,36555,Male,Web,Member,Fashion,Jeans,218.0,5.0,0.5,127.1,12.7,High,credit_card
2018-12-29,21:39:51,6.0,37761,Female,Web,Member,Fashion,Suits,109.0,1.0,0.4,15.9,1.6,High,money_order
2018-06-18,00:19:41,1.0,54645,Male,Web,Member,Fashion,Sports Wear,85.0,1.0,0.5,0.8,0.1,High,money_order
2018-11-06,20:19:36,9.0,26510,Male,Web,Member,Fashion,Casula Shoes,122.0,5.0,0.4,17.6,1.8,Critical,money_order
2018-12-05,19:53:08,9.0,28948,Female,Web,Member,Fashion,Running Shoes,224.0,2.0,0.3,130.6,13.1,High,credit_card
2018-10-06,19:49:09,5.0,11491,Male,Web,Member,Fashion,Formal Shoes,213.0,4.0,0.4,98.9,9.9,High,money_order
2018-01-11,11:04:43,1.0,29993,Male,Web,Member,Fashion,Sneakers,62.0,1.0,0.5,20.7,2.1,High,credit_card
2018-11-18,09:52:35,10.0,27046,Male,Web,Member,Fashion,Titak watch,228.0,2.0,0.3,134.3,13.4,Medium,money_order
2018-05-11,12:14:05,2.0,37408,Female,Web,Member,Fashion,Fossil Watch,159.0,1.0,0.3,64.7,6.5,High,credit_card
2018-11-02,12:54:36,9.0,24858,Male,Web,Member,Fashion,T - Shirts,248.0,5.0,0.4,118.4,11.8,High,credit_card
2018-08-28,17:22:16,3.0,15541,Male,Web,Member,Fashion,Shirts,196.0,4.0,0.4,100.3,10.0,Medium,credit_card
2018-01-16,23:38:27,7.0,24369,Male,Web,Member,Fashion,Jeans,218.0,2.0,0.5,133.6,13.4,Medium,credit_card
2018-07-26,15:38:54,9.0,36968,Female,Web,Member,Fashion,Suits,109.0,5.0,0.5,23.6,2.4,Medium,credit_card
2018-05-06,11:38:34,1.0,31816,Female,Web,Member,Fashion,Sports Wear,85.0,2.0,0.4,42.5,4.3,Critical,credit_card
2018-05-06,17:07:09,3.0,12229,Male,Web,Member,Fashion,Casula Shoes,122.0,1.0,0.5,38.3,3.8,High,credit_card
2018-08-27,22:02:41,7.0,27356,Male,Web,Member,Fashion,Running Shoes,224.0,1.0,0.4,139.5,14.0,High,credit_card
2018-08-20,20:41:50,6.0,19423,Male,Web,Member,Fashion,Formal Shoes,213.0,2.0,0.5,111.7,11.2,Medium,credit_card
2018-10-07,20:28:33,2.0,54949,Male,Web,Member,Fashion,Sneakers,62.0,1.0,0.5,62.0,6.2,Critical,credit_card
2018-03-04,13:49:05,6.0,29964,Female,Web,Guest,Fashion,Titak watch,228.0,5.0,0.5,136.6,13.7,High,credit_card
2018-05-05,00:49:26,2.0,51595,Male,Web,Member,Fashion,Fossil Watch,159.0,2.0,0.4,66.3,6.6,High,money_order
2018-04-24,21:19:51,3.0,33122,Male,Web,Member,Fashion,T - Shirts,248.0,2.0,0.4,158.1,15.8,Medium,credit_card
2018-03-01,13:58:41,9.0,50445,Male,Web,Member,Fashion,Shirts,196.0,1.0,0.4,92.5,9.2,High,credit_card
2018-06-06,19:32:11,10.0,58790,Female,Web,Member,Fashion,Jeans,218.0,2.0,0.3,124.9,12.5,Critical,credit_card
2018-01-24,18:43:25,6.0,18493,Male,Web,Member,Fashion,Suits,109.0,1.0,0.3,19.2,1.9,High,credit_card
2018-05-26,13:53:49,2.0,11975,Male,Web,Member,Fashion,Sports Wear,85.0,1.0,0.3,28.3,2.8,Medium,credit_card
2018-02-01,18:45:33,7.0,48014,Male,Web,Member,Fashion,Casula Shoes,122.0,4.0,0.3,27.4,2.7,High,credit_card
2018-08-09,10:22:15,5.0,55327,Male,Web,Member,Fashion,Running Shoes,224.0,1.0,0.5,137.3,13.7,High,credit_card
2018-09-02,19:36:18,8.0,52218,Male,Web,Member,Fashion,Formal Shoes,213.0,2.0,0.5,128.7,12.9,Medium,credit_card
2018-09-20,15:36:47,3.0,56762,Male,Web,Member,Fashion,Sneakers,62.0,4.0,0.5,15.5,1.6,Medium,credit_card
2018-08-07,16:47:27,1.0,41912,Female,Web,Guest,Fashion,Titak watch,228.0,2.0,0.5,125.2,12.5,Medium,credit_card
2018-11-04,17:14:16,4.0,45362,Female,Web,Member,Fashion,Fossil Watch,159.0,4.0,0.3,59.9,6.0,Medium,credit_card
2018-11-19,21:20:54,8.0,48745,Female,Web,Member,Fashion,T - Shirts,248.0,2.0,0.4,158.1,15.8,Medium,credit_card
2018-01-28,10:10:32,9.0,57794,Male,Web,Member,Fashion,Shirts,196.0,5.0,0.4,96.4,9.6,High,credit_card
2018-10-15,12:18:17,3.0,40004,Male,Web,Member,Fashion,Jeans,218.0,5.0,0.5,83.5,8.4,Critical,credit_card
2018-11-03,23:13:48,6.0,32922,Male,Web,Member,Fashion,Suits,109.0,2.0,0.5,26.8,2.7,Medium,credit_card
2018-06-15,23:47:57,7.0,38348,Female,Web,Member,Fashion,Sports Wear,85.0,1.0,0.5,2.5,0.2,High,credit_card
2018-03-21,13:25:14,3.0,19166,Male,Web,Member,Fashion,Casula Shoes,122.0,4.0,0.3,27.4,2.7,High,credit_card
2018-05-01,20:30:54,6.0,22176,Male,Web,Member,Fashion,Running Shoes,224.0,5.0,0.3,110.4,11.0,High,credit_card
2018-06-30,10:32:19,2.0,53300,Male,Web,Member,Fashion,Formal Shoes,213.0,4.0,0.3,107.4,10.7,Critical,credit_card
2018-03-16,09:01:56,8.0,50922,Female,Web,Member,Fashion,Sneakers,62.0,5.0,0.3,12.4,1.2,High,credit_card
2018-11-22,10:49:05,10.0,48196,Female,Web,Member,Fashion,Titak watch,228.0,5.0,0.4,125.2,12.5,High,credit_card
2018-05-03,12:46:51,8.0,18597,Male,Web,Member,Fashion,Fossil Watch,159.0,1.0,0.5,55.2,5.5,Critical,credit_card
2018-07-17,16:08:37,5.0,14404,Male,Web,Member,Fashion,T - Shirts,248.0,4.0,0.5,158.1,15.8,High,credit_card
2018-03-07,20:48:38,8.0,56941,Male,Web,Member,Fashion,Shirts,196.0,2.0,0.5,96.4,9.6,High,credit_card
2018-09-12,10:59:59,5.0,40638,Male,Web,Member,Fashion,Jeans,218.0,1.0,0.5,131.5,13.1,Critical,credit_card
2018-12-24,18:06:31,2.0,21422,Male,Web,Member,Fashion,Suits,109.0,4.0,0.4,11.6,1.2,High,credit_card
2018-04-21,07:34:00,4.0,35703,Male,Web,Member,Fashion,Sports Wear,85.0,5.0,0.4,17.0,1.7,Critical,credit_card
2018-03-05,17:45:33,8.0,28033,Male,Web,Member,Fashion,Casula Shoes,122.0,4.0,0.4,32.2,3.2,High,money_order
2018-10-13,23:51:50,6.0,55426,Male,Web,Member,Fashion,Running Shoes,224.0,1.0,0.3,137.3,13.7,High,credit_card
2018-03-10,20:49:32,9.0,23302,Male,Web,Member,Fashion,Formal Shoes,213.0,4.0,0.3,107.4,10.7,High,credit_card
